# depth maps
# file: 'rgbd_dataset_freiburg3_walking_rpy.bag'
# timestamp filename
1341846647.802269 depth/1341846647.802269.png
1341846647.834105 depth/1341846647.834105.png
1341846647.866730 depth/1341846647.866730.png
1341846647.901992 depth/1341846647.901992.png
1341846647.934244 depth/1341846647.934244.png
1341846647.970244 depth/1341846647.970244.png
1341846648.003091 depth/1341846648.003091.png
1341846648.034887 depth/1341846648.034887.png
1341846648.071124 depth/1341846648.071124.png
1341846648.102174 depth/1341846648.102174.png
1341846648.138197 depth/1341846648.138197.png
1341846648.170626 depth/1341846648.170626.png
1341846648.202119 depth/1341846648.202119.png
1341846648.238168 depth/1341846648.238168.png
1341846648.270365 depth/1341846648.270365.png
1341846648.302194 depth/1341846648.302194.png
1341846648.338185 depth/1341846648.338185.png
1341846648.370241 depth/1341846648.370241.png
1341846648.406063 depth/1341846648.406063.png
1341846648.438358 depth/1341846648.438358.png
1341846648.470099 depth/1341846648.470099.png
1341846648.506280 depth/1341846648.506280.png
1341846648.538289 depth/1341846648.538289.png
1341846648.570206 depth/1341846648.570206.png
1341846648.606146 depth/1341846648.606146.png
1341846648.638426 depth/1341846648.638426.png
1341846648.674112 depth/1341846648.674112.png
1341846648.706754 depth/1341846648.706754.png
1341846648.738224 depth/1341846648.738224.png
1341846648.774059 depth/1341846648.774059.png
1341846648.805995 depth/1341846648.805995.png
1341846648.838649 depth/1341846648.838649.png
1341846648.874099 depth/1341846648.874099.png
1341846648.906177 depth/1341846648.906177.png
1341846648.942168 depth/1341846648.942168.png
1341846648.974664 depth/1341846648.974664.png
1341846649.006197 depth/1341846649.006197.png
1341846649.042127 depth/1341846649.042127.png
1341846649.074139 depth/1341846649.074139.png
1341846649.106206 depth/1341846649.106206.png
1341846649.142119 depth/1341846649.142119.png
1341846649.174453 depth/1341846649.174453.png
1341846649.210192 depth/1341846649.210192.png
1341846649.216230 depth/1341846649.216230.png
1341846649.248063 depth/1341846649.248063.png
1341846649.280099 depth/1341846649.280099.png
1341846649.316124 depth/1341846649.316124.png
1341846649.348058 depth/1341846649.348058.png
1341846649.383987 depth/1341846649.383987.png
1341846649.416063 depth/1341846649.416063.png
1341846649.448111 depth/1341846649.448111.png
1341846649.484166 depth/1341846649.484166.png
1341846649.517038 depth/1341846649.517038.png
1341846649.552113 depth/1341846649.552113.png
1341846649.616219 depth/1341846649.616219.png
1341846649.678114 depth/1341846649.678114.png
1341846649.710959 depth/1341846649.710959.png
1341846649.746126 depth/1341846649.746126.png
1341846649.778535 depth/1341846649.778535.png
1341846649.810276 depth/1341846649.810276.png
1341846649.846081 depth/1341846649.846081.png
1341846649.878157 depth/1341846649.878157.png
1341846649.914294 depth/1341846649.914294.png
1341846649.952640 depth/1341846649.952640.png
1341846650.014238 depth/1341846650.014238.png
1341846650.046228 depth/1341846650.046228.png
1341846650.078279 depth/1341846650.078279.png
1341846650.114276 depth/1341846650.114276.png
1341846650.146167 depth/1341846650.146167.png
1341846650.182250 depth/1341846650.182250.png
1341846650.214252 depth/1341846650.214252.png
1341846650.246098 depth/1341846650.246098.png
1341846650.282177 depth/1341846650.282177.png
1341846650.314170 depth/1341846650.314170.png
1341846650.350466 depth/1341846650.350466.png
1341846650.382878 depth/1341846650.382878.png
1341846650.414952 depth/1341846650.414952.png
1341846650.450366 depth/1341846650.450366.png
1341846650.485001 depth/1341846650.485001.png
1341846650.514103 depth/1341846650.514103.png
1341846650.550762 depth/1341846650.550762.png
1341846650.582079 depth/1341846650.582079.png
1341846650.618119 depth/1341846650.618119.png
1341846650.651323 depth/1341846650.651323.png
1341846650.682122 depth/1341846650.682122.png
1341846650.718124 depth/1341846650.718124.png
1341846650.750129 depth/1341846650.750129.png
1341846650.782134 depth/1341846650.782134.png
1341846650.818328 depth/1341846650.818328.png
1341846650.850148 depth/1341846650.850148.png
1341846650.886269 depth/1341846650.886269.png
1341846650.918325 depth/1341846650.918325.png
1341846650.950246 depth/1341846650.950246.png
1341846650.986908 depth/1341846650.986908.png
1341846651.050549 depth/1341846651.050549.png
1341846651.086188 depth/1341846651.086188.png
1341846651.118441 depth/1341846651.118441.png
1341846651.154202 depth/1341846651.154202.png
1341846651.186413 depth/1341846651.186413.png
1341846651.218056 depth/1341846651.218056.png
1341846651.254048 depth/1341846651.254048.png
1341846651.286436 depth/1341846651.286436.png
1341846651.318321 depth/1341846651.318321.png
1341846651.354141 depth/1341846651.354141.png
1341846651.387004 depth/1341846651.387004.png
1341846651.422254 depth/1341846651.422254.png
1341846651.454074 depth/1341846651.454074.png
1341846651.492175 depth/1341846651.492175.png
1341846651.560364 depth/1341846651.560364.png
1341846651.622229 depth/1341846651.622229.png
1341846651.654232 depth/1341846651.654232.png
1341846651.690834 depth/1341846651.690834.png
1341846651.722325 depth/1341846651.722325.png
1341846651.754321 depth/1341846651.754321.png
1341846651.790219 depth/1341846651.790219.png
1341846651.822252 depth/1341846651.822252.png
1341846651.858226 depth/1341846651.858226.png
1341846651.890673 depth/1341846651.890673.png
1341846651.922915 depth/1341846651.922915.png
1341846651.958070 depth/1341846651.958070.png
1341846651.990032 depth/1341846651.990032.png
1341846652.022097 depth/1341846652.022097.png
1341846652.058074 depth/1341846652.058074.png
1341846652.090122 depth/1341846652.090122.png
1341846652.126272 depth/1341846652.126272.png
1341846652.158246 depth/1341846652.158246.png
1341846652.190067 depth/1341846652.190067.png
1341846652.226029 depth/1341846652.226029.png
1341846652.258101 depth/1341846652.258101.png
1341846652.290200 depth/1341846652.290200.png
1341846652.326190 depth/1341846652.326190.png
1341846652.358201 depth/1341846652.358201.png
1341846652.394353 depth/1341846652.394353.png
1341846652.426301 depth/1341846652.426301.png
1341846652.458289 depth/1341846652.458289.png
1341846652.494113 depth/1341846652.494113.png
1341846652.526484 depth/1341846652.526484.png
1341846652.562108 depth/1341846652.562108.png
1341846652.594264 depth/1341846652.594264.png
1341846652.626384 depth/1341846652.626384.png
1341846652.662163 depth/1341846652.662163.png
1341846652.694127 depth/1341846652.694127.png
1341846652.726437 depth/1341846652.726437.png
1341846652.762151 depth/1341846652.762151.png
1341846652.794178 depth/1341846652.794178.png
1341846652.830264 depth/1341846652.830264.png
1341846652.862027 depth/1341846652.862027.png
1341846652.894437 depth/1341846652.894437.png
1341846652.930364 depth/1341846652.930364.png
1341846652.962230 depth/1341846652.962230.png
1341846653.030304 depth/1341846653.030304.png
1341846653.063534 depth/1341846653.063534.png
1341846653.100202 depth/1341846653.100202.png
1341846653.131331 depth/1341846653.131331.png
1341846653.163286 depth/1341846653.163286.png
1341846653.198457 depth/1341846653.198457.png
1341846653.230094 depth/1341846653.230094.png
1341846653.298395 depth/1341846653.298395.png
1341846653.330176 depth/1341846653.330176.png
1341846653.366338 depth/1341846653.366338.png
1341846653.398298 depth/1341846653.398298.png
1341846653.430070 depth/1341846653.430070.png
1341846653.466356 depth/1341846653.466356.png
1341846653.498243 depth/1341846653.498243.png
1341846653.530743 depth/1341846653.530743.png
1341846653.567289 depth/1341846653.567289.png
1341846653.598250 depth/1341846653.598250.png
1341846653.634808 depth/1341846653.634808.png
1341846653.666158 depth/1341846653.666158.png
1341846653.698754 depth/1341846653.698754.png
1341846653.734346 depth/1341846653.734346.png
1341846653.766580 depth/1341846653.766580.png
1341846653.802367 depth/1341846653.802367.png
1341846653.834241 depth/1341846653.834241.png
1341846653.866255 depth/1341846653.866255.png
1341846653.902185 depth/1341846653.902185.png
1341846653.934173 depth/1341846653.934173.png
1341846653.967653 depth/1341846653.967653.png
1341846654.002186 depth/1341846654.002186.png
1341846654.034152 depth/1341846654.034152.png
1341846654.070202 depth/1341846654.070202.png
1341846654.102455 depth/1341846654.102455.png
1341846654.134370 depth/1341846654.134370.png
1341846654.170845 depth/1341846654.170845.png
1341846654.202099 depth/1341846654.202099.png
1341846654.234450 depth/1341846654.234450.png
1341846654.270201 depth/1341846654.270201.png
1341846654.302129 depth/1341846654.302129.png
1341846654.338133 depth/1341846654.338133.png
1341846654.369991 depth/1341846654.369991.png
1341846654.402183 depth/1341846654.402183.png
1341846654.438152 depth/1341846654.438152.png
1341846654.470699 depth/1341846654.470699.png
